date,Agric,Food ,Chems,Rubbr,Txtls,Steel,FabPr,Aero ,Ships,Gold ,Mines,Coal ,Oil  ,Util ,Autos
19921005,1.12,-1.07,-1.41,-1.36,-2.67,-1.24,0.12,-0.14,-3.07,2.36,-0.38,-3.48,-1.39,-0.65,-0.14
19921006,-2.29,-0.21,0.4,0.3,0.61,0.12,0.13,0.74,0.31,-0.3,0.59,0.91,-0.43,-0.02,-0.33
19921007,-1.73,-0.79,-0.55,-1.46,-1.02,-0.82,-0.83,-0.77,-0.55,0.2,-0.56,0.35,-0.38,-0.32,-2.01
19921008,0.11,0.99,0.83,-0.5,0.1,-0.2,0.33,0,0.42,-1.19,-0.7,1.59,0.55,0.34,1.32
19921009,-0.36,-0.72,-1.45,-0.35,-0.43,-0.64,0.28,-0.2,-0.13,-0.46,-0.9,-1.92,-1.63,-0.62,-3.2
19921012,0.23,1.07,1.05,0.87,0.15,0.33,1.43,0.84,2.37,-3.97,0.32,2.38,0.48,0.55,3.29
19921013,0.78,0.77,0.42,0.74,0.71,0.86,-0.21,1.63,1.13,-0.59,0.64,1.07,0.08,0.25,1.37
19921014,-0.29,-0.21,-0.47,-0.39,-0.59,-0.64,0.34,-0.19,0.53,-1.38,0.87,0.05,0.26,0.01,-0.21
19921015,-1.08,-1.6,-0.04,-0.53,-0.32,-0.32,-0.67,0.14,-1.58,0.44,-0.47,-1.6,0.59,0.25,-0.31
19921016,1.57,-0.7,0.75,1.35,0.71,1.36,-0.29,0.72,0.95,-0.11,-0.21,0.16,0.59,0.11,-0.62
19921019,1.39,0.51,0.87,1.83,0.57,0.66,1.61,0.9,2.52,0.37,1.02,1.14,0.36,0.08,0.38
19921020,-4.12,0.27,0.02,-0.12,0.88,0.7,1.37,0.06,-1.9,1.45,1.69,0.56,-0.21,-0.31,2.06
19921021,1.25,0.48,-0.11,-0.37,0.66,1.6,3.28,0.25,1.75,-0.16,1.68,1.35,0.26,-0.38,2.06
19921022,1.63,-0.33,0.24,-0.1,-0.24,0.88,-1.07,-0.05,-1.15,-1.42,0.67,-0.41,-0.41,-0.23,2.4
19921023,0.15,-1.51,0.18,-0.69,1.05,1.04,0.11,0.02,0.99,-0.58,-0.31,1.77,0,0.01,0.88
19921026,-1.25,0.44,0.51,0.32,0.62,1.59,0.76,0.27,2.93,-2.36,1.36,-0.75,0.2,0.3,1.9
19921027,0.14,0.2,0.64,0.32,-0.23,-1.11,0.93,0.09,4.03,-2.45,-0.71,-0.05,0.66,0.2,-1.56
19921028,0.6,0.51,0.81,-0.29,-0.21,1.49,1.09,0.73,-1.82,1.16,0.67,-0.99,-0.21,0.34,-2.24
19921029,0.26,0.51,0.33,0.29,0.18,0.22,2.18,-0.01,-2.35,0.98,0.96,1.17,-0.41,0.6,-0.21
19921030,-0.65,-0.38,-0.19,0.25,0.47,-0.61,0.87,-0.28,3.28,-0.31,0.23,-0.39,-1.39,0.02,-1.06
19921102,-0.19,0.83,0.74,0.77,1.02,0.65,0.95,1.59,0.61,0.68,0.28,2.13,-0.66,0.27,2.73
19921103,0.22,-0.75,0.37,-0.45,-1.33,0.23,-0.23,-0.13,-0.58,1.52,-0.28,-0.7,-2.01,-0.57,0.46
19921104,-0.41,-1.1,-0.36,-0.19,-0.25,-0.3,-0.43,-0.13,2.04,1.35,-0.7,-0.46,-0.73,-0.35,-0.49
19921105,0.3,1.73,0.11,0.05,0.44,1.14,0.28,0.02,-0.66,-0.46,1.07,-3.75,0.36,-0.41,0.09
19921106,0.3,-0.23,-0.37,-0.09,0.26,0.66,-0.61,0.2,-1.71,-2.35,-0.19,-2.4,-0.54,-0.19,-0.64
19921109,-0.59,-0.19,0.37,0.91,0.82,-0.69,1.63,0.02,2.09,-5.22,-1.2,-2.52,0.48,-0.36,0.56
19921110,0.67,-0.01,-1.01,1.14,0.24,-0.1,0.35,-0.56,0.7,-6.29,-0.35,-2.35,0.58,-0.22,-0.35
19921111,0.28,0.85,0.28,1.39,1.46,-0.13,0.09,-0.15,-1.57,0.07,0.54,0.38,-0.22,0.3,-0.83
19921112,0.19,0.86,-0.11,-0.11,-1.1,0.78,-2.24,-0.01,3.29,-0.11,-0.07,0.65,0.08,-0.05,1.22
19921113,1.59,0.47,-0.5,-0.52,0.25,-1.06,0.45,0.25,-2.83,-0.09,0.98,0.01,-0.07,0.09,0.53
19921116,0.25,-0.63,-0.49,-1.16,-0.58,-1.34,-0.74,-0.75,0.99,-0.27,-0.96,-2.39,-0.43,0.08,0.24
19921117,-0.23,0.29,-0.76,-1.34,0.2,-0.83,-0.19,-0.58,1.31,-2.08,-0.84,-1.4,-0.37,0.38,-0.4
19921118,0.5,0.63,0.61,0.01,0.16,1.46,0.56,0.14,2.92,-0.35,-0.35,1.1,1.42,0.66,-0.43
19921119,0.41,0.25,-0.05,0.1,0.82,-0.57,1.05,-1,1.79,-0.94,0.37,-0.65,0.21,0.1,-0.07
19921120,0.82,0.02,0.61,0,0.62,0.99,0.59,0.33,-1.83,0.88,0.15,-0.57,1.17,0.31,1.78
19921123,-0.24,-0.36,-0.17,-0.15,-0.52,-0.1,0.29,0.18,-0.52,-1.52,-0.24,-1.28,-1.45,-0.05,-0.07
19921124,-0.35,0.75,0.74,1.57,0.91,1.42,0.91,0.63,1.29,-0.36,0.27,1.47,-0.25,-0.33,-0.18
19921125,-2.43,-0.25,0.5,1.56,0.53,1.47,1.34,-0.4,0.58,0.07,1.53,-0.94,0.16,-0.16,1.89
19921127,0.96,0.16,1,-0.14,0.36,1.35,0.18,0.91,0.8,1.63,1.47,1.18,-0.41,0.15,0.66
19921130,0.81,0.26,0.69,1.31,1.33,1.91,0.31,0.42,1.43,1.68,1.53,1.68,0.07,0.14,1.22
19921201,3.03,0.44,1.27,-0.1,0.54,0.25,-0.54,0.73,-0.8,1.44,-0.09,2.7,-1.04,-0.05,0.7
19921202,-1.49,-0.08,0.2,-0.47,-0.79,-0.33,-1.12,-0.18,6.15,2.29,0.06,-0.29,-0.93,-0.28,0.46
19921203,-1.05,0.3,0.05,0.24,0.14,-0.4,0.34,-0.15,0,-0.36,-0.49,-1.79,-0.18,-0.22,-0.26
19921204,2.34,0.56,-0.26,-0.62,1.67,0.45,-1.63,0.39,0.36,-0.38,0.01,0.49,1.15,-0.06,2.45
19921207,-0.11,0.28,0.16,0.05,0.86,0.41,0.76,0.3,1.48,-0.12,0.44,-0.36,1.06,0.61,0.55
19921208,-1.21,0.36,0.33,0.23,0.4,0.91,0.69,0.45,0.31,0.35,2.01,0.69,0.44,0.24,1.39
19921209,-0.83,-0.42,-0.34,-0.35,-0.79,0.06,-2.34,1.12,1.48,-1.29,-0.15,0.27,-0.31,-0.04,-0.61
19921210,4.71,-0.66,-0.63,0.07,-1.18,-1.03,-1,-1,-1.69,1.71,-0.62,-1.86,1.55,0.33,-1.47
19921211,0.03,-0.62,0.07,-0.1,0.2,-0.5,-0.49,0.48,-1.22,1.98,-0.28,-0.4,-0.7,0.3,-0.03
19921214,-0.95,-0.67,-0.49,0.39,0.54,-0.41,0.07,-0.3,-0.36,-1.76,0.86,-0.09,-0.15,-0.1,-0.61
19921215,-1.06,-0.9,0.41,-0.02,0.1,0.15,-1.49,0.51,0.11,-0.22,-0.34,0.88,0.71,0.27,-0.99
19921216,-1.2,-0.43,-0.46,-0.62,-0.44,-0.53,-0.85,-0.72,-1.07,1.46,-0.85,-1.37,-0.04,0.17,-0.33
19921217,1.23,0.74,0.69,0.29,0.54,0.25,2.24,0.58,1.64,1.41,-0.33,0.68,1.09,0.2,-0.8
19921218,1.28,0.9,1.5,1.62,1.05,1.55,0.53,1.48,0.03,-1.32,1.16,0.46,1.08,0.99,1.4
19921221,-0.31,0.37,-0.73,-0.14,0.18,-0.09,1.06,0.85,-0.7,-2.38,-0.76,-0.59,-0.56,0.04,0.23
19921222,-0.12,0.18,-0.95,0.29,0.02,0.57,1.16,0.52,0.61,-1.6,-0.27,-0.89,-0.78,0.75,0.2
19921223,0.86,-0.55,-0.55,0.59,0.06,-0.28,-0.05,1.61,0.57,-0.4,0.42,0.31,-0.35,0.29,0.64
19921224,1,0.2,0.19,0.11,0.05,0.37,1.04,0.31,1.8,0.45,-0.18,-0.25,0.22,-0.01,0.49
19921228,-1.17,0.15,0.31,-0.65,0.75,0.17,0.15,-0.2,-0.62,0.05,0.14,-2.18,0,-0.43,0.4
19921229,1.28,-0.19,-0.26,-0.15,0.87,0.83,-0.17,0.8,-1.69,-1.05,1.34,0.41,-0.19,-0.03,-0.63
19921230,-0.52,-0.35,0.82,1.58,0.42,1.07,-1.2,0.47,0.43,1.46,0.14,3.18,-0.02,-0.1,0.73
19921231,1.11,-0.81,-0.35,-1.28,-0.14,0.53,0.11,0.38,0.19,2.26,1.19,0.02,-0.05,-0.2,-0.73
19930104,-0.2,-0.79,0.54,0.55,0.4,0.93,-1.28,-0.05,1.81,-2.76,0.97,-1.36,0.24,-0.12,1.33
19930105,-0.25,-1.43,0.04,0.81,-0.58,0.52,0.07,0.31,0.32,0.5,-0.27,1.77,0.16,-0.35,1.13
19930106,0.74,-0.97,-0.22,0.02,-0.36,0.21,0.88,0.17,-1.14,0.07,0.38,-1.09,0.04,0.17,1.91
19930107,-2.03,-0.6,-0.88,-0.49,0.42,-0.9,-0.73,-0.65,-0.11,-1.31,0.62,-0.19,-1.08,-0.94,-0.78
19930108,0.24,0.02,-0.41,-0.76,-0.94,-0.4,-0.23,-1.42,-0.07,0.36,0.2,-1.76,-1.16,-0.79,-0.02
19930111,-1.16,0.14,-0.55,-0.75,0.34,0.19,0.7,-0.18,0.54,-1.21,-0.12,0.7,0.13,0.71,0.89
19930112,1.57,0.62,-0.5,-0.49,-0.15,-0.99,0.86,-0.14,-1.99,-0.42,-0.03,-1.03,-0.18,0.09,-0.77
19930113,1.18,-0.27,-0.22,-0.6,0.26,-0.71,0.58,-0.17,-0.32,-1.67,0.24,0.38,1.08,0.81,-0.44
19930114,-0.52,0.28,-0.26,1.23,0.36,0.36,3.1,-0.28,0.55,-2.14,-0.32,-0.45,-0.67,0.28,0.37
19930115,-1.19,-0.27,0.41,0.93,1.48,1.44,-0.86,0.22,2.18,-0.91,0.33,0.57,-0.3,0.36,1.69
19930118,-0.56,-0.79,0.57,-0.71,0.79,0.41,0.62,0.58,0.55,-0.89,-0.02,-0.45,-0.88,0.1,1.51
19930119,0.31,-1.06,-0.4,-0.2,0.63,-0.13,-0.61,-0.45,1.95,0.74,0.27,-0.78,-0.2,0.3,1.59
19930120,-0.75,-0.58,-0.32,-0.68,0.76,-0.34,-0.1,-0.74,-1.93,2.13,-0.81,-0.22,-0.15,-0.21,-0.9
19930121,0.13,0.93,-0.73,0.67,-0.56,1.81,-0.4,0.05,0.65,-0.14,0.41,-1.39,-0.31,0.54,1.4
19930122,1.6,0.45,-0.08,0.31,-0.32,2.67,-0.54,0.15,-2,-1.91,-0.44,0.8,0.14,-0.12,1.31
19930125,0.34,0.47,0.22,0.12,-0.22,0.9,0.57,1.51,0.42,-0.96,0.78,-1.07,4.16,0.47,0.5
19930126,-1.39,0.35,0.84,1.93,0.24,-0.13,0.94,-0.74,-1.42,3.74,0.28,0.66,1.06,-0.14,0.51
19930127,-0.12,-0.42,-0.29,0.09,0.2,0.37,-1.56,-1.39,0.57,-1.77,-1.31,0.36,-0.81,0.09,-0.8
19930128,1.79,0.66,-0.35,-0.34,-0.16,0.5,-0.2,-0.37,0.47,3.41,0.35,1.2,1.84,0.56,-0.49
19930129,2.26,-0.02,0.31,0.4,-0.07,-0.3,-4,-0.12,-1.71,-0.38,-0.17,-0.28,-0.25,0.63,-0.51
19930201,0.63,0.65,0.6,1.07,1.31,-0.52,-0.01,0.99,0.02,0.26,0.17,0.82,0.76,0.68,0.96
19930202,1.2,0.41,0.43,0.72,0.8,0.85,-1.28,-0.14,0.62,1.62,-0.18,0.27,0.65,0.39,-0.45
19930203,-0.52,-0.03,0.78,1.62,2.97,1.36,0.12,1.38,1.64,-0.77,0.23,1.29,0.59,1.02,2.23
19930204,-1.74,-0.22,1.18,2.11,0.82,2.43,-0.6,1.32,4.47,2.73,2.23,0.94,0.73,0.94,1.21
19930205,-1,-0.37,2.29,-0.18,-0.47,1.39,-0.16,0.06,-0.71,0.7,1.21,0.13,0.47,-0.4,0.23
19930208,0.63,-0.86,0.46,-0.58,0.31,-0.46,-2.41,-1.01,-0.77,1.39,1.92,-1.92,1.12,-0.08,0.46
19930209,0.95,-0.96,-0.87,-0.72,-0.84,-1.34,0.74,-0.83,-2.75,3.14,-0.51,0.14,-0.5,-0.06,-1.57
19930210,-0.85,0.17,-0.2,-0.52,-0.23,0.06,-0.02,-0.57,1.93,5.14,0.14,-1.2,-0.51,0.19,1.32
19930211,0.06,0.14,0.68,0.54,-0.37,0.64,1.1,0.93,1.92,-3.29,0.66,-0.26,0.67,-0.01,1.91
19930212,-0.58,-0.35,-0.59,0.22,-0.03,-0.76,-0.17,-0.94,-0.21,-3.23,-0.1,0.22,-1.14,0.03,-0.95
19930216,-2.08,-1.89,-2.88,-2.09,-2.5,-3.34,-1.08,-1.28,-5.49,2.68,-1.48,-3.12,-0.34,-0.63,-4.46
19930217,-0.23,-0.3,-0.3,-0.61,-0.72,0.17,-0.89,-0.16,-1.89,-0.69,-0.89,-3.75,-0.3,0.45,0.9
19930218,-1.12,-0.3,-1.06,-0.95,-0.02,-0.21,-0.87,-0.5,-1.41,-1.05,0.03,3.99,-0.06,-0.1,-1.4
19930219,-1.95,-1.19,0.7,0.76,0.95,-1.45,-0.98,0.33,1.97,0.16,0.22,0.37,3.15,1.36,0.5
19930222,-0.93,-1.41,-0.18,0.46,0.06,0.99,-1.42,1.01,-1.88,-0.1,-0.18,0.51,1.11,2.19,-0.12
19930223,0.38,0.5,-0.01,-1.45,-1.12,-0.19,-2.05,0.02,1.36,4.62,-0.23,0.1,-0.73,-0.17,-2.86
19930224,3.11,2.41,0.24,0.86,0.92,0.6,5.49,0.67,-0.73,-3.1,-0.01,-0.54,0.03,0.14,2.33
19930225,1.85,0.38,0.16,0.81,1.13,-0.59,1.83,1.32,-0.17,-1.99,-0.5,0.31,-0.33,-0.03,0.24
19930226,0.95,0.96,-0.34,0.41,0.35,0,0.41,-0.48,2.19,-2.05,-0.29,-0.01,0.62,0.18,-0.24
19930301,-0.29,-1.08,-0.35,-0.08,-0.5,-2.2,-0.84,-0.65,0.51,-1.02,-1.17,0.13,0.6,-0.02,-0.17
19930302,1.36,2.36,1.24,0.59,1.72,1.06,1.46,0.81,1.37,3.43,-0.92,0,1.4,0.42,2
19930303,0.93,0.42,0.73,0.86,-0.32,0.64,0.93,0.99,-1.64,-1.22,1.45,0.94,-1.07,0.63,0.9
19930304,-2.01,-0.57,-0.06,-0.02,-0.97,-0.7,0.7,-0.27,-1.05,0.18,-0.05,-0.01,0.17,0.17,-0.58
19930305,1.12,-0.69,-0.31,0.38,0.78,1.21,0.55,-0.05,1.27,1.61,0.92,0.59,-1.25,-0.92,1.73
19930308,1.71,0.8,2.1,2.35,0.93,1.9,0.44,1.14,3.3,-1.91,0.17,1.21,1.13,0.66,1.66
19930309,-1.38,-0.77,-0.04,0.1,0.92,1.52,0.09,-0.25,0.58,0.76,0.92,-0.71,-0.3,-0.18,0.51
19930310,-0.43,0.47,0.24,-0.17,-0.34,-0.78,-0.4,0.69,0.62,-0.36,-0.56,-0.64,0.16,0.16,0.4
19930311,-1.39,0.38,-0.68,0.36,0.3,-0.04,-0.65,-0.01,-0.26,1.06,0.39,1.26,-0.66,-0.2,-1.71
19930312,-1.64,-1.15,-1.07,-1.12,-0.84,-1.64,-1.45,-0.22,-1.34,1.87,-1.15,-1.57,-1.01,-0.97,-1.16
19930315,0.89,-0.27,0.36,0.6,0.34,1.09,-0.65,1.05,0.15,3.25,0.04,-0.14,0.95,-0.29,0.96
19930316,1.71,-0.08,-0.51,-0.4,-0.37,0.31,-1.94,-0.18,-0.58,-1.29,0.05,-1.99,1.1,0.44,-0.51
19930317,-0.61,-0.83,-1.04,-0.74,-1.26,-0.59,0.92,-0.68,-0.67,2.57,-1.46,-1.57,0.51,-0.01,0.17
19930318,0.81,0.53,1.35,0.92,0.16,0.89,0.9,0.35,-0.17,4.02,0.87,0.57,0.73,0.77,2.54
19930319,0.38,-0.53,-0.18,-0.03,-0.05,-0.23,-0.62,-0.04,-0.92,2.13,0.18,-1.33,0.22,0.07,0.07
19930322,-1.45,-1.37,-0.55,-0.53,-0.71,0.52,-1.32,0.08,-1.37,0.62,0.11,-0.77,0.47,-0.25,0.05
19930323,-0.56,-0.15,0.41,-0.26,0.64,-0.57,1.34,0.66,-3.75,-1.54,-1.29,-0.23,-0.65,0.13,0.32
19930324,-0.02,-0.43,0.36,-0.85,0.12,-0.64,-0.21,-0.56,0.11,0.44,0.66,0.18,0.76,0.32,-0.79
19930325,0.44,-0.59,0.27,0.88,-0.17,0.15,2.09,1,-1,-0.49,0.74,2.64,0.97,0.39,0.11
19930326,0.4,-0.15,-0.26,-0.56,1.02,-0.77,-0.21,-0.76,0.35,-0.91,-0.71,-1.68,-0.33,-0.32,-0.22
19930329,0.7,0.48,-0.04,0.42,0.98,-0.31,0.81,0.49,1.33,-2.71,-0.8,0.78,0.65,0.42,0.77
19930330,-0.39,0.77,0.4,0.88,-0.16,-1.16,1.76,0.61,-0.22,6.9,1.51,-0.26,0.26,0.23,-0.4
19930331,1.3,-0.12,-0.21,0.8,0.57,-0.3,1.2,-0.49,0.4,-0.63,1.35,0.85,-0.69,0.14,-0.59
19930401,1.73,0.26,-0.09,-0.17,-0.62,-0.34,0.33,0.03,-0.6,0.16,1.09,0.99,-0.72,-0.08,-0.45
19930402,-2.4,-8.27,-0.28,-0.66,-1.92,-2.79,-1.12,-1.47,-4.25,1.87,-2.38,0.55,0.08,-0.78,-1.49
19930405,-0.41,-1.19,0.72,-0.96,-0.36,0.35,-0.67,0.16,3.2,-1.22,-0.95,-0.99,1.87,0.22,1.18
19930406,-0.45,-1.75,-0.21,-2.13,-1.17,-1.13,0.31,0.22,-3.87,-2.15,-1.84,-0.83,0.46,0.53,1.99
19930407,-0.15,-2.06,-0.01,0.35,-0.33,-1,0.45,1.78,1.95,-0.41,-3.26,-1.2,0.52,0.28,1.42
19930408,-0.3,-0.91,-0.56,0.16,1.31,-1.29,-0.15,-0.6,1.58,-2.95,1.08,-0.29,0.05,0.33,0.33
19930412,-0.57,1.84,0.75,0.87,0.6,1.71,1.92,1.14,-0.18,-3.1,0.41,0.18,0.87,0.85,0.53
19930413,1.37,0.87,0.37,0.62,2.41,0.16,-0.18,0.87,0.29,1.29,1.29,1.15,0.38,0.58,0.16
19930414,0.26,-0.3,0.46,0.27,-0.35,1.06,-0.12,0.15,-0.76,3.47,-0.41,-1.19,-0.07,0.17,1.3
19930415,-0.83,-0.17,1.07,0.69,-0.56,0.21,-1.24,0.67,0.25,-2.56,-0.75,-0.13,-1.01,0.38,-0.39
19930416,0.76,-0.44,2.01,-1.02,-0.72,-0.16,-1.24,1.16,1.38,1.63,-0.34,0.72,0.95,0.43,0.61
19930419,-1.85,-0.59,-0.53,-1.66,-0.83,-0.23,0.31,-0.49,-1.14,0.48,-0.7,-0.32,-0.61,-0.69,-1.5
19930420,-0.64,0.26,-0.77,0.71,-1.88,0.22,-0.51,-1.33,-3.65,0.87,-1.92,-0.27,-1.12,-0.95,-1.73
19930421,-0.43,0.29,-0.18,-0.61,1.05,0.91,1.47,-0.06,-0.84,-1.39,-0.45,0.99,-1.1,-0.45,-0.43
19930422,-1.11,-2.09,0.69,0.09,-0.69,-1.28,-0.62,-0.25,1.84,2.51,-1.06,-0.77,-0.52,-0.59,-1.17
19930423,-0.23,-0.49,-0.35,-0.57,-0.84,-0.54,-0.16,0.63,1.23,6.96,1.1,0.4,-1.39,-0.36,1.76
19930426,-1.88,-0.32,0.26,-1.47,-1.73,-0.29,-1.25,-1.38,-1.55,0.41,-2.31,-0.43,-0.14,-0.16,-1.68
19930427,0.77,0.83,-0.01,0.07,0.2,-0.05,0.99,0.08,0.17,-1.81,-0.12,-0.05,0.4,0.02,1.38
19930428,0.18,-0.34,0.16,0.24,0.77,-0.01,-1.62,-0.79,-1.12,1.37,-0.41,-0.74,1.52,-0.03,2.87
19930429,1.37,1.5,0.13,0.51,0.34,0.59,1.56,1.04,-0.2,2.33,-0.1,-1.04,0.48,0.06,-0.87
19930430,0.75,0.22,-0.28,0.03,0.93,1.78,1.95,0.58,-0.5,1.61,1.53,-1.44,0.33,0.09,0.2
19930503,1.27,0.16,-0.04,-0.2,0.42,0.02,-0.71,-0.04,1.57,-4.22,-1.94,0.49,0.41,0.31,1.84
19930504,-0.53,0.41,-0.2,0.41,-0.16,-0.75,0.46,0.64,-1.2,1.51,0.85,2.54,0.16,0.74,-0.09
19930505,-0.8,1.38,0.56,0.03,0.52,-0.1,0.23,0.8,1.25,-0.82,0.84,-0.51,-0.24,0.16,-0.35
19930506,-0.42,0.26,-0.57,0.22,-0.62,0.2,0.76,0.54,-0.16,3.53,-0.2,1.25,0.34,-0.2,-0.87
19930507,-1.35,1.28,0.13,-0.11,-0.65,-1.23,-1.19,-0.68,2.55,-1.71,-0.57,0.55,-0.57,-0.23,-0.21
19930510,-0.24,0.7,-0.02,0.31,0.86,-0.44,0.56,-0.16,-0.98,-0.75,-0.16,1.73,-0.82,-0.07,0.78
19930511,1.15,-0.6,0,0.57,0.25,1.6,-0.44,0.73,2.79,0.2,0.76,0.28,0.34,0.05,0.38
19930512,0.66,-1.08,0.21,-0.37,-0.44,2.13,0.15,0.57,-1.99,6.79,2.1,0.11,1.03,-0.09,0.47
19930513,0.17,-0.43,0.07,-0.64,-1.11,0.74,-0.33,-0.16,-0.38,1.23,0.84,-0.15,-0.61,-1.64,-1.77
19930514,-0.18,0.44,-0.35,0.38,-0.77,-0.27,-0.37,0.45,-1.82,-0.8,-2.43,-0.55,-0.15,-0.48,-1.37
19930517,-1.34,0.13,-0.14,0.29,-1.27,0.17,-0.29,0.54,4.4,-1.78,-0.11,0.2,0.5,-0.49,1.11
19930518,-0.39,-0.31,-0.2,-0.28,-0.93,0.89,-0.11,-0.05,-1.21,6.53,0.75,1.62,-0.08,-0.67,-1.64
19930519,0.39,1.49,1.47,0.79,1.3,0.57,0.16,0.98,1.67,-6.2,0.47,-1.08,0.25,0.85,0.89
19930520,2.69,0.14,0.3,-0.23,0.97,-0.23,-0.43,0.61,0.14,1.59,-1.03,0.26,0.61,0.16,0.09
19930521,-0.59,-0.19,-0.68,0.37,-0.34,-0.55,-0.22,-0.43,-2,3.76,0.16,-0.06,-0.51,-0.28,-0.98
19930524,0.32,-1.1,0.83,0.07,0.39,0.19,0.33,0.19,1.21,-2.45,-0.57,-1.06,0.1,0.21,0.97
19930525,0.48,0.55,0.34,-0.34,0.86,2.77,-0.18,-0.09,-2.26,1.35,1.03,0.03,0.32,0.59,-0.05
19930526,-0.33,0.58,0.41,0.86,1.13,-0.01,0.04,0.25,0.96,-2.29,-1.08,0.72,-0.2,1.06,1.77
19930527,0.74,-0.75,0.23,0.93,0.27,0.11,0.37,0.39,2.62,4.7,0.47,0.46,0.91,0,-0.33
19930528,0.76,-0.51,-0.66,-0.09,-0.61,-1.54,0.06,-0.39,0.9,-0.06,-1.95,1.13,-0.01,0,-0.14
19930601,-0.24,0.73,0.92,0.69,-0.82,0.66,0.81,0.64,1.08,-4.75,-0.52,0.97,0.76,0.91,1.25
19930602,-1.05,-0.82,-0.03,0.3,-2.2,0.64,0.8,0.33,0.58,1.42,0.6,0.33,0,0.05,0.24
19930603,0.18,-0.72,-0.58,0.82,0.77,0.34,-0.39,-0.21,-0.95,1.34,1.38,-0.49,0.1,0.01,1.72
19930604,-0.12,-0.66,-0.82,-0.71,-1.37,0.21,-0.19,-0.02,-5.5,1.5,0.11,-1.41,-0.02,-0.28,0.41
19930607,-0.22,-0.34,0.28,-0.31,-0.94,-0.42,-6.01,-0.68,0.11,-1.17,1.07,-0.31,0.26,0.21,-0.68
19930608,-0.92,-0.79,-0.92,-1.35,-0.68,-1.14,-0.28,-0.81,-2.44,-4.04,-0.5,0.21,0,-0.46,-1.93
19930609,-0.64,0.28,-0.01,0.31,-0.17,-0.75,-0.27,0.43,0.62,-1.57,-0.31,1.33,1.08,0.15,0.66
19930610,-0.75,-0.25,-0.16,-0.43,-0.12,-0.64,-1.28,0,-1.85,-0.25,-0.26,-0.6,-0.62,-0.08,-0.18
19930611,-0.22,1.23,-0.6,-0.63,0.96,-0.38,1.68,0.34,3.02,-4.03,-1.15,0.11,-2.67,0.09,-0.36
19930614,0.44,-0.08,-0.18,1.01,1.4,0.08,-0.2,0.08,-0.88,0.73,-0.07,-0.57,0.09,-0.28,-1.55
19930615,0.01,-0.73,-1.13,0.41,0.24,-0.64,0.42,0.5,1.98,4.11,0.58,0.56,-0.1,0.16,-0.67
19930616,1.13,0.03,0.23,0.54,0.07,0.26,-0.16,0.48,2.13,1.33,0.72,-2.3,1.5,0.22,0.16
19930617,2.64,0.02,0.33,0.13,-1.03,0.56,0.26,-0.68,-2.02,0.56,-0.25,-0.43,0.58,0.21,0.85
19930618,-0.68,-0.6,-0.53,-1.07,-0.23,0.01,0.04,-0.01,-1.99,-0.89,-0.94,-2.4,-1.43,-0.36,-0.48
19930621,1.4,0.04,0.2,-0.14,-1.75,0.56,0.5,1.05,-1.65,-1.03,-0.05,0.36,0.35,0.44,1.83
19930622,1.07,-0.03,-0.27,-0.39,-1,0.8,-0.18,-0.17,-2.13,-0.86,0.48,1.59,0.39,0.28,0.31
19930623,0.21,-0.26,-1.22,0.1,-0.23,-0.85,-2,0.29,1.97,4.37,0.74,-1.31,-2.16,0.27,-1.03
19930624,-1.31,0.53,0.43,0.33,0.78,-0.11,-0.25,0.26,0.5,0.87,-0.07,-1.95,-0.06,0.61,0.65
19930625,0.3,0.23,-0.27,-0.46,-0.01,-0.21,-0.08,0.26,-1.55,2.66,0.66,-2.63,0.32,0.21,0.08
19930628,0.13,0.25,0.78,1.51,0.59,0.33,-0.43,0.72,1.11,0.97,0.38,1.17,0.95,1.06,2.12
19930629,-1.89,0.03,-0.64,-0.48,0.71,1.04,0.86,-0.54,-0.87,3.31,-0.04,0.69,-0.47,-0.03,-0.18
19930630,0.65,0.14,-0.08,-0.72,0.48,0.88,0.23,-0.63,-0.78,-1.07,0.95,-1.75,0.12,-0.21,0.86
19930701,-0.28,-0.45,-0.03,0.08,-0.98,1.01,-2,-0.91,1.09,4.27,0.71,1.04,-0.46,0.4,-1.22
19930702,1.02,-0.69,0.07,0.14,0.19,-0.74,-0.27,-0.65,-0.14,1.08,0.56,0.11,-1.17,-0.21,-1.2
19930706,0.04,-1.34,-1.26,-0.55,-0.23,-0.61,-1.5,-0.97,-0.25,2.92,-0.19,1.08,-0.8,0.07,-0.39
19930707,0.66,0.18,0.39,-0.37,-1.17,-0.52,0.5,0.54,-0.26,-2.42,-0.75,0.58,0.35,0.23,0.66
19930708,-1.61,1.49,0.98,0.27,0.98,-0.55,-0.94,0.91,0.26,-3.79,-0.88,0.78,0.49,0.52,2.96
19930709,0.11,0.01,0.13,-0.31,0.02,0.87,0.02,0.63,0.78,-0.24,0.11,1.38,-0.35,0.06,0.83
19930712,-0.11,0.23,0.09,-0.22,0.44,-0.52,0.09,0.15,0.92,2.41,-0.16,0.85,0.07,-0.16,-1.37
19930713,0.33,-0.1,0.47,-0.15,0.75,0.12,0.93,-0.02,-1.02,-1.11,0.88,0.94,-0.03,-0.14,0.09
19930714,0.81,0.33,0.7,1.43,0.71,0.81,2.35,0.65,-0.91,-1.66,0.05,-1.2,0.32,0.26,0.89
